original_startlatitude,original_startlongitude,original_trip_count,distance,formatted,lat,lon,name,housenumber,street,zipcode,district,suburb,city,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url,,,,,,
36.11395,-86.80913,1,15.12101967,"3498 Golf Club Lane, Nashville-Davidson, TN 37215, United States of America",36.11397359,-86.80929578,,3498,Golf Club Lane,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.113952,-86.792746,1,5.334192397,"1221 Clifton Lane, Nashville-Davidson, TN 37215, United States of America",36.11399688,-86.79272503,,1221,Clifton Lane,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.113959,-86.786894,1,10.69665545,"3271 Lealand Lane, Nashville-Davidson, TN 37204, United States of America",36.11395856,-86.78677492,,3271,Lealand Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11402,-86.784677,1,30.12169807,"2903 Snowden Road, Nashville-Davidson, TN 37204, United States of America",36.1139985,-86.7851,,2903,Snowden Road,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.114025,-86.791215,1,1.068436486,"1150 Clifton Lane, Nashville-Davidson, TN 37204, United States of America",36.11401913,-86.79122442,,1150,Clifton Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11471367,-86.78103881,1,38.80901589,"907 Battlefield Drive, Nashville-Davidson, TN 37204, United States of America",36.11505785,-86.78096712,,907,Battlefield Drive,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.114742,-86.784823,1,77.20010391,"2903 Snowden Road, Nashville-Davidson, TN 37204, United States of America",36.1139985,-86.7851,,2903,Snowden Road,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.114743,-86.771184,1,58.57202329,"2908 Berry Hill Drive, Berry Hill, TN 37204, United States of America",36.1149181,-86.77056903,,2908,Berry Hill Drive,37204,,,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.114791,-86.786022,1,1.646685324,"980 Battlefield Drive, Nashville-Davidson, TN 37204, United States of America",36.1148058,-86.78602146,,980,Battlefield Drive,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.114825,-86.786048,1,3.20036267,"980 Battlefield Drive, Nashville-Davidson, TN 37204, United States of America",36.1148058,-86.78602146,,980,Battlefield Drive,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.114848,-86.786203,1,5.259998174,"986 Battlefield Drive, Nashville-Davidson, TN 37204, United States of America",36.11480406,-86.7861813,,986,Battlefield Drive,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115072,-86.786836,1,20.42882318,"3273 Lealand Lane, Nashville-Davidson, TN 37204, United States of America",36.11510776,-86.78661293,,3273,Lealand Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115083,-86.786786,1,15.78864188,"3273 Lealand Lane, Nashville-Davidson, TN 37204, United States of America",36.11510776,-86.78661293,,3273,Lealand Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115093,-86.784976,1,25.95341791,"940 Battlefield Drive, Nashville-Davidson, TN 37204, United States of America",36.11486,-86.784959,,940,Battlefield Drive,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115102,-86.786811,1,17.81282562,"3270 Lealand Lane, Nashville-Davidson, TN 37204, United States of America",36.11513856,-86.78661793,,3270,Lealand Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115183,-86.795875,1,1.936990797,"1431 Battlefield Drive, Nashville-Davidson, TN 37215, United States of America",36.11516559,-86.79587436,,1431,Battlefield Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115226,-86.788428,1,26.40378089,"1054 Battlefield Drive, Nashville-Davidson, TN 37204, United States of America",36.11499196,-86.78847765,,1054,Battlefield Drive,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11523,-86.78853,1,25.76049914,"1056 Battlefield Drive, Nashville-Davidson, TN 37204, United States of America",36.11499847,-86.78854012,,1056,Battlefield Drive,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115241,-86.788383,1,28.5635949,"1052 Battlefield Drive, Nashville-Davidson, TN 37204, United States of America",36.11498544,-86.78841519,,1052,Battlefield Drive,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115274,-86.79581,1,6.396802382,"1430 Battlefield Drive, Nashville-Davidson, TN 37215, United States of America",36.11533126,-86.79581686,,1430,Battlefield Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11534,-86.78681,1,14.21716475,"3248 Lealand Lane, Nashville-Davidson, TN 37204, United States of America",36.11536439,-86.78665463,,3248,Lealand Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115362,-86.796764,1,6.835233219,"1487 Battlefield Drive, Nashville-Davidson, TN 37215, United States of America",36.11530081,-86.79677127,,1487,Battlefield Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115372,-86.796783,1,7.404853476,"1489 Battlefield Drive, Nashville-Davidson, TN 37215, United States of America",36.1153074,-86.79680301,,1489,Battlefield Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115553,-86.783421,1,110.8612992,"2711 Craig Avenue, Nashville-Davidson, TN 37204, United States of America",36.116548,-86.7833429,,2711,Craig Avenue,37204,,8th South,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115575,-86.797514,1,7.625080088,"1536 Battlefield Drive, Nashville-Davidson, TN 37215, United States of America",36.11564068,-86.79748959,,1536,Battlefield Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11565,-86.7472,1,45.90150734,"398 Whitsett Road, Nashville-Davidson, TN 37210, United States of America",36.11552,-86.746715,,398,Whitsett Road,37210,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.115827,-86.767405,5,20.15683529,"2820 Azalea Place, Berry Hill, TN 37204, United States of America",36.115677,-86.767531,,2820,Azalea Place,37204,,,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11587,-86.767572,5,7.197278168,"2818 Azalea Place, Berry Hill, TN 37204, United States of America",36.115911,-86.767634,,2818,Azalea Place,37204,,,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11605,-86.7491,1,3.625926424,"2610 Grandview Avenue, Nashville-Davidson, TN 37211, United States of America",36.116039,-86.749138,,2610,Grandview Avenue,37211,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11617,-86.766437,5,48.04987118,"The Pfunky Griddle, 2800 Bransford Avenue, Berry Hill, TN 37204, United States of America",36.116403,-86.7659865,The Pfunky Griddle,2800,Bransford Avenue,37204,Wedgewood-Houston,South Nashville,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11635,-86.76606,1,8.849882188,"The Pfunky Griddle, 2800 Bransford Avenue, Berry Hill, TN 37204, United States of America",36.116403,-86.7659865,The Pfunky Griddle,2800,Bransford Avenue,37204,Wedgewood-Houston,South Nashville,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11638,-86.76609,1,9.642318478,"The Pfunky Griddle, 2800 Bransford Avenue, Berry Hill, TN 37204, United States of America",36.116403,-86.7659865,The Pfunky Griddle,2800,Bransford Avenue,37204,Wedgewood-Houston,South Nashville,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11649,-86.74817,1,160.8515039,"Totally Rad Toyhouse, 2517 Nolensville Pike, Nashville-Davidson, TN 37211, United States of America",36.1178023,-86.74892343,Totally Rad Toyhouse,2517,Nolensville Pike,37211,,Woodbine,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1165,-86.7871,1,50.74345104,"3199 Lealand Lane, Nashville-Davidson, TN 37204, United States of America",36.116956,-86.787122,,3199,Lealand Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.116506,-86.741549,1,228.8007596,"77 B Elberta Street, Nashville, TN 37210, United States of America",36.117772,-86.739541,,77 B,Elberta Street,37210,,Woodbine,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.11653,-86.74819,1,156.0608623,"Totally Rad Toyhouse, 2517 Nolensville Pike, Nashville-Davidson, TN 37211, United States of America",36.1178023,-86.74892343,Totally Rad Toyhouse,2517,Nolensville Pike,37211,,Woodbine,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11655,-86.74704,1,1.093059423,"390 Joyner Avenue, Nashville-Davidson, TN 37210, United States of America",36.11654262,-86.74704804,,390,Joyner Avenue,37210,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11655,-86.74702,1,0.928087637,"388 Joyner Avenue, Nashville-Davidson, TN 37210, United States of America",36.11654202,-86.74702305,,388,Joyner Avenue,37210,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1166,-86.7971,1,5.504580547,"Belmont Animal Hospital, Four-Forty Parkway, Nashville-Davidson, TN 37204, United States of America",36.116463,-86.79737321,Belmont Animal Hospital,,Four-Forty Parkway,37204,,Midtown,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.116659,-86.79806,1,39.14502387,"3201 Belmont Boulevard, Nashville, TN 37212, United States of America",36.11696,-86.798286,,3201,Belmont Boulevard,37212,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.116665,-86.798066,1,38.29525353,"3201 Belmont Boulevard, Nashville, TN 37212, United States of America",36.11696,-86.798286,,3201,Belmont Boulevard,37212,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.11667,-86.7912,1,133.663928,"1115 Clayton Avenue, Nashville, TN 37204, United States of America",36.117845,-86.790886,,1115,Clayton Avenue,37204,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.11668,-86.79117,1,132.0301905,"1115 Clayton Avenue, Nashville, TN 37204, United States of America",36.117845,-86.790886,,1115,Clayton Avenue,37204,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.1167,-86.7981,1,33.39116994,"3201 Belmont Boulevard, Nashville, TN 37212, United States of America",36.11696,-86.798286,,3201,Belmont Boulevard,37212,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.1167,-86.7879,1,12.27712725,"1035 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11680989,-86.78788676,,1035,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1167,-86.7875,1,9.988855287,"1017 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11678983,-86.78750042,,1017,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1167,-86.73531,1,8.921976056,"37 Lutie Street, Nashville-Davidson, TN 37210, United States of America",36.11669887,-86.73521068,,37,Lutie Street,37210,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.116724,-86.787862,1,9.444919917,"1033 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11680766,-86.78784383,,1033,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11675,-86.76382,6,103.7610682,"The Loving Pie Company, 2806 Columbine Place, Berry Hill, TN 37204, United States of America",36.11608175,-86.76462625,The Loving Pie Company,2806,Columbine Place,37204,,South Nashville,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.116783,-86.748305,1,3.282111989,"Phonoluxe Records, Nolensville Pike, Nashville-Davidson, TN 37210, United States of America",36.11668995,-86.7484188,Phonoluxe Records,,Nolensville Pike,37210,,Woodbine,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1168,-86.7875,2,1.131337848,"1017 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11678983,-86.78750042,,1017,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11682,-86.79729,1,13.6295728,"3202 Belmont Boulevard, Nashville, TN 37212, United States of America",36.116879,-86.797423,,3202,Belmont Boulevard,37212,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.116836,-86.766235,1,53.07008786,"The Pfunky Griddle, 2800 Bransford Avenue, Berry Hill, TN 37204, United States of America",36.116403,-86.7659865,The Pfunky Griddle,2800,Bransford Avenue,37204,Wedgewood-Houston,South Nashville,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.116841,-86.798186,1,15.99303333,"3201 Belmont Boulevard, Nashville, TN 37212, United States of America",36.11696,-86.798286,,3201,Belmont Boulevard,37212,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.116846,-86.79174,1,3.347716298,"3317 Granny White Pike, Nashville-Davidson, TN 37212, United States of America",36.11683536,-86.79170514,,3317,Granny White Pike,37212,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1169,-86.797932,1,32.49047118,"3201 Belmont Boulevard, Nashville, TN 37212, United States of America",36.11696,-86.798286,,3201,Belmont Boulevard,37212,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.1169,-86.7917,1,0.744144102,"3313 Granny White Pike, Nashville-Davidson, TN 37212, United States of America",36.11690241,-86.79169227,,3313,Granny White Pike,37212,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1169,-86.7915,1,2.104011507,"3312 Granny White Pike, Nashville-Davidson, TN 37204, United States of America",36.11688335,-86.79148888,,3312,Granny White Pike,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.116958,-86.789287,1,6.463560438,"1101 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11690119,-86.78930224,,1101,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.116975,-86.790302,1,2.362043268,"1147 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11695638,-86.79028933,,1147,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.116977,-86.790296,1,2.369275412,"1147 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11695638,-86.79028933,,1147,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.116982,-86.790285,1,2.874809084,"1147 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11695638,-86.79028933,,1147,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117036,-86.791331,1,2.387320851,"1195 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11701677,-86.79131919,,1195,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117039,-86.791314,1,2.515828467,"1195 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11701677,-86.79131919,,1195,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1171,-86.7978,1,4.568556692,"1600 Gale Lane, Nashville-Davidson, TN 37212, United States of America",36.117139,-86.797784,,1600,Gale Lane,37212,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1171,-86.7916,1,11.84794533,"1201 Gale Lane, Nashville-Davidson, TN 37212, United States of America",36.11704,-86.791709,,1201,Gale Lane,37212,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11712,-86.79774,1,4.481536843,"1600 Gale Lane, Nashville-Davidson, TN 37212, United States of America",36.117139,-86.797784,,1600,Gale Lane,37212,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117149,-86.784903,1,3.569209395,"954 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11715642,-86.78486434,,954,Gale Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117182,-86.720198,1,58.2844833,"Old Glenrose Avenue, Nashville-Davidson, TN 37210, United States of America",36.1177895,-86.724526,Old Glenrose Avenue,,Old Glenrose Avenue,37210,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117202,-86.786373,1,45.51913118,"199 Saint Martin Square, Nashville-Davidson, TN 37204, United States of America",36.117605,-86.786284,,199,Saint Martin Square,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117207,-86.719636,1,39.33606292,"Old Glenrose Avenue, Nashville-Davidson, TN 37210, United States of America",36.1177895,-86.724526,Old Glenrose Avenue,,Old Glenrose Avenue,37210,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1173,-86.7976,1,36.55440296,"3200 Belmont Boulevard, Nashville, TN 37212, United States of America",36.117153,-86.797236,,3200,Belmont Boulevard,37212,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.117301,-86.777488,1,8.008071442,"867 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11722929,-86.77747977,,867,Gale Lane,37204,Melrose/Waverly Nashville TN,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117319,-86.798632,1,3.051087975,"1699 Gale Lane, Nashville-Davidson, TN 37212, United States of America",36.117294,-86.798618,,1699,Gale Lane,37212,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117324,-86.778689,1,4.664229148,"901 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11734,-86.778737,,901,Gale Lane,37204,Melrose/Waverly Nashville TN,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117354,-86.777378,1,5.33385188,"860 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11740193,-86.77738033,,860,Gale Lane,37204,Melrose/Waverly Nashville TN,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117369,-86.777446,1,3.654314577,"862 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11740036,-86.77743383,,862,Gale Lane,37204,Melrose/Waverly Nashville TN,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1174,-86.7972,1,1.71028591,"1599 Gale Lane, Nashville-Davidson, TN 37212, United States of America",36.117401,-86.797181,,1599,Gale Lane,37212,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117434,-86.778423,1,2.749927255,"898 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.117444,-86.778395,,898,Gale Lane,37204,Melrose/Waverly Nashville TN,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117452,-86.778438,1,3.963569097,"898 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.117444,-86.778395,,898,Gale Lane,37204,Melrose/Waverly Nashville TN,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117458,-86.778442,1,4.499623746,"898 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.117444,-86.778395,,898,Gale Lane,37204,Melrose/Waverly Nashville TN,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117459,-86.799564,1,27.68535266,"1707 Gale Lane, Nashville, TN 37212, United States of America",36.11769,-86.799449,,1707,Gale Lane,37212,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.117479,-86.778538,1,6.498416198,"2998 Vaulx Lane, Nashville-Davidson, TN 37204, United States of America",36.117516,-86.778482,,2998,Vaulx Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117514,-86.776382,1,3.645464535,"829 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11751733,-86.77642238,,829,Gale Lane,37204,Melrose/Waverly Nashville TN,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117523,-86.799564,1,21.2493305,"1707 Gale Lane, Nashville, TN 37212, United States of America",36.11769,-86.799449,,1707,Gale Lane,37212,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.117551,-86.79665,1,4.439535741,"Osborne's Bi-Rite & Deli, Belmont Boulevard, Nashville-Davidson, TN 37215, United States of America",36.11772255,-86.7966563,Osborne's Bi-Rite & Deli,,Belmont Boulevard,37215,,Midtown,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117579,-86.776277,1,7.129912449,"825 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11760841,-86.77634754,,825,Gale Lane,37204,Melrose/Waverly Nashville TN,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117599,-86.776102,6,19.52082385,"821 Gale Lane, Nashville-Davidson, TN 37204, United States of America",36.11770359,-86.77627654,,821,Gale Lane,37204,Melrose/Waverly Nashville TN,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.117602,-86.706361,1,5.379076088,"465 Glengarry Drive, Nashville-Davidson, TN 37217, United States of America",36.1176424,-86.70639393,,465,Glengarry Drive,37217,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
